power.draw [W]
3.25 W
3.25 W
3.25 W
3.25 W
3.25 W
3.25 W
3.25 W
3.25 W
3.25 W
3.25 W
3.25 W
3.25 W
3.25 W
3.25 W
3.25 W
3.25 W
3.25 W
3.25 W
3.25 W
3.25 W
3.25 W
3.25 W
3.25 W
3.25 W
3.25 W
3.25 W
3.25 W
3.25 W
3.25 W
3.25 W
3.25 W
3.25 W
3.25 W
3.25 W
3.25 W
3.25 W
3.25 W
3.25 W
3.25 W
3.25 W
3.25 W
3.25 W
3.25 W
2.93 W
2.93 W
2.93 W
2.93 W
2.93 W
2.93 W
2.93 W
2.93 W
2.93 W
2.93 W
2.93 W
2.93 W
2.93 W
2.93 W
2.93 W
2.93 W
2.93 W
2.93 W
2.93 W
2.93 W
2.93 W
2.93 W
2.93 W
2.93 W
2.93 W
2.93 W
2.93 W
2.93 W
2.93 W
2.93 W
2.93 W
2.93 W
2.93 W
2.93 W
2.93 W
2.93 W
2.93 W
2.93 W
2.93 W
2.93 W
2.93 W
2.93 W
2.93 W
2.93 W
2.93 W
2.93 W
2.93 W
2.93 W
2.93 W
2.93 W
2.93 W
2.93 W
2.93 W
2.93 W
2.93 W
2.93 W
2.93 W
2.95 W
2.95 W
2.95 W
2.95 W
2.95 W
2.95 W
2.95 W
2.95 W
2.95 W
2.95 W
2.95 W
2.95 W
2.95 W
2.95 W
2.95 W
2.95 W
2.95 W
2.95 W
2.95 W
2.95 W
2.95 W
2.95 W
2.95 W
2.95 W
2.95 W
2.95 W
2.95 W
2.95 W
2.95 W
2.95 W
2.95 W
2.95 W
2.95 W
2.95 W
2.95 W
2.95 W
2.95 W
2.95 W
2.95 W
2.95 W
2.95 W
2.95 W
2.95 W
2.95 W
2.95 W
2.95 W
2.95 W
2.95 W
2.95 W
2.95 W
2.95 W
2.95 W
2.95 W
2.95 W
2.95 W
2.95 W
2.95 W
2.95 W
2.93 W
2.93 W
2.93 W
2.93 W
2.93 W
2.93 W
2.93 W
2.93 W
2.93 W
2.93 W
2.93 W
2.93 W
2.93 W
2.93 W
2.93 W
2.93 W
2.93 W
2.93 W
2.93 W
2.93 W
2.93 W
2.93 W
2.93 W
2.93 W
2.93 W
2.93 W
2.93 W
2.93 W
2.93 W
2.93 W
2.93 W
2.93 W
2.93 W
2.93 W
2.93 W
2.93 W
2.93 W
2.93 W
2.93 W
2.93 W
2.93 W
2.93 W
2.93 W
2.93 W
2.93 W
2.93 W
2.93 W
2.93 W
2.93 W
2.93 W
2.93 W
2.93 W
2.93 W
2.93 W
2.93 W
2.93 W
2.93 W
2.97 W
2.97 W
2.97 W
2.97 W
2.97 W
2.97 W
2.97 W
2.97 W
2.97 W
2.97 W
2.97 W
2.97 W
2.97 W
2.97 W
2.97 W
2.97 W
2.97 W
2.97 W
2.97 W
2.97 W
2.97 W
2.97 W
2.97 W
2.97 W
2.97 W
2.97 W
2.97 W
2.97 W
2.97 W
2.97 W
2.97 W
2.97 W
2.97 W
2.97 W
2.97 W
2.97 W
2.97 W
2.97 W
2.97 W
2.97 W
2.97 W
2.97 W
2.97 W
2.97 W
2.97 W
2.97 W
2.97 W
2.97 W
2.97 W
2.97 W
2.97 W
2.97 W
2.97 W
2.97 W
2.97 W
2.97 W
2.94 W
2.94 W
2.94 W
2.94 W
2.94 W
2.94 W
2.94 W
2.94 W
2.94 W
2.94 W
2.94 W
2.94 W
2.94 W
2.94 W
2.94 W
2.94 W
2.94 W
2.94 W
2.94 W
2.94 W
2.94 W
2.94 W
2.94 W
2.94 W
2.94 W
2.94 W
2.94 W
2.94 W
2.94 W
2.94 W
2.94 W
2.94 W
2.94 W
2.94 W
2.94 W
2.94 W
2.94 W
2.94 W
2.94 W
2.94 W
2.94 W
2.94 W
2.94 W
2.94 W
2.94 W
2.94 W
2.94 W
2.94 W
2.94 W
2.94 W
2.94 W
2.94 W
2.94 W
2.94 W
2.94 W
2.94 W
3.16 W
3.16 W
3.16 W
3.16 W
3.16 W
3.16 W
3.16 W
3.16 W
3.16 W
3.16 W
3.16 W
3.16 W
3.16 W
3.16 W
3.16 W
3.16 W
3.16 W
3.16 W
3.16 W
3.16 W
3.16 W
3.16 W
3.16 W
3.16 W
3.16 W
3.16 W
3.16 W
3.16 W
3.16 W
3.16 W
3.16 W
3.16 W
3.16 W
3.16 W
3.16 W
3.16 W
3.16 W
3.16 W
3.16 W
3.16 W
3.16 W
3.16 W
3.16 W
3.16 W
3.16 W
3.16 W
3.16 W
3.16 W
3.16 W
3.16 W
3.16 W
3.16 W
3.16 W
3.16 W
3.16 W
3.16 W
3.16 W
3.16 W
2.90 W
2.90 W
2.90 W
2.90 W
2.90 W
2.90 W
2.90 W
2.90 W
2.90 W
2.90 W
2.90 W
2.90 W
2.90 W
2.90 W
2.90 W
2.90 W
2.90 W
2.90 W
2.90 W
2.90 W
2.90 W
2.90 W
2.90 W
2.90 W
2.90 W
2.90 W
2.90 W
2.90 W
2.90 W
2.90 W
2.90 W
2.90 W
2.90 W
2.90 W
2.90 W
2.90 W
2.90 W
2.90 W
2.90 W
2.90 W
2.90 W
2.90 W
2.90 W
2.90 W
2.90 W
2.90 W
2.90 W
2.90 W
2.90 W
2.90 W
2.90 W
2.90 W
2.90 W
2.90 W
2.90 W
2.90 W
2.90 W
2.90 W
2.91 W
2.91 W
2.91 W
2.91 W
2.91 W
2.91 W
2.91 W
2.91 W
2.91 W
2.91 W
2.91 W
2.91 W
2.91 W
2.91 W
2.91 W
2.91 W
2.91 W
2.91 W
2.91 W
2.91 W
2.91 W
2.91 W
2.91 W
2.91 W
2.91 W
2.91 W
2.91 W
2.91 W
2.91 W
2.91 W
2.91 W
2.91 W
2.91 W
2.91 W
2.91 W
2.91 W
2.91 W
2.91 W
2.91 W
2.91 W
2.91 W
2.91 W
2.91 W
2.91 W
2.91 W
2.91 W
2.91 W
2.91 W
2.91 W
2.91 W
2.91 W
2.91 W
2.91 W
2.91 W
2.96 W
2.96 W
2.96 W
2.96 W
2.96 W
2.96 W
2.96 W
2.96 W
2.96 W
2.96 W
2.96 W
2.96 W
2.96 W
2.96 W
2.96 W
2.96 W
2.96 W
2.96 W
2.96 W
2.96 W
2.96 W
2.96 W
2.96 W
2.96 W
2.96 W
2.96 W
2.96 W
2.96 W
2.96 W
2.96 W
2.96 W
2.96 W
2.96 W
2.96 W
2.96 W
2.96 W
2.96 W
2.96 W
2.96 W
2.96 W
2.96 W
2.96 W
2.96 W
2.96 W
2.96 W
2.96 W
2.96 W
2.96 W
2.96 W
2.96 W
2.96 W
2.96 W
2.96 W
2.96 W
2.96 W
2.96 W
2.96 W
2.94 W
2.94 W
2.94 W
2.94 W
2.94 W
2.94 W
2.94 W
2.94 W
2.94 W
2.94 W
2.94 W
2.94 W
2.94 W
2.94 W
2.94 W
2.94 W
2.94 W
2.94 W
2.94 W
2.94 W
2.94 W
2.94 W
2.94 W
2.94 W
2.94 W
2.94 W
2.94 W
2.94 W
2.94 W
2.94 W
2.94 W
2.94 W
2.94 W
2.94 W
2.94 W
2.94 W
2.94 W
2.94 W
2.94 W
2.94 W
2.94 W
2.94 W
2.94 W
2.94 W
2.94 W
2.94 W
2.94 W
2.94 W
2.94 W
2.94 W
2.94 W
2.94 W
2.94 W
2.94 W
2.94 W
3.11 W
3.11 W
3.11 W
3.11 W
3.11 W
3.11 W
3.11 W
3.11 W
3.11 W
3.11 W
3.11 W
3.11 W
3.11 W
3.11 W
3.11 W
3.11 W
3.11 W
3.11 W
3.11 W
3.11 W
3.11 W
3.11 W
3.11 W
3.11 W
3.11 W
3.11 W
3.11 W
3.11 W
3.11 W
3.11 W
3.11 W
3.11 W
3.11 W
3.11 W
3.11 W
3.11 W
3.11 W
3.11 W
3.11 W
3.11 W
3.11 W
3.11 W
3.11 W
3.11 W
3.11 W
3.11 W
3.11 W
3.11 W
3.11 W
3.11 W
3.11 W
3.11 W
3.11 W
3.11 W
3.11 W
3.11 W
3.11 W
3.08 W
3.08 W
3.08 W
3.08 W
3.08 W
3.08 W
3.08 W
3.08 W
3.08 W
3.08 W
3.08 W
3.08 W
3.08 W
3.08 W
3.08 W
3.08 W
3.08 W
3.08 W
3.08 W
3.08 W
3.08 W
3.08 W
3.08 W
3.08 W
3.08 W
3.08 W
3.08 W
3.08 W
3.08 W
3.08 W
3.08 W
3.08 W
3.08 W
3.08 W
3.08 W
3.08 W
3.08 W
3.08 W
3.08 W
3.08 W
3.08 W
3.08 W
3.08 W
3.08 W
3.08 W
3.08 W
3.08 W
3.08 W
3.08 W
3.08 W
3.08 W
3.08 W
3.08 W
3.08 W
3.08 W
3.08 W
3.08 W
2.89 W
2.89 W
2.89 W
2.89 W
2.89 W
2.89 W
2.89 W
2.89 W
2.89 W
2.89 W
2.89 W
2.89 W
2.89 W
2.89 W
2.89 W
2.89 W
2.89 W
2.89 W
2.89 W
2.89 W
2.89 W
2.89 W
2.89 W
2.89 W
2.89 W
2.89 W
2.89 W
2.89 W
2.89 W
2.89 W
2.89 W
2.89 W
2.89 W
2.89 W
2.89 W
2.89 W
2.89 W
2.89 W
2.89 W
2.89 W
2.89 W
2.89 W
2.89 W
2.89 W
2.89 W
2.89 W
2.89 W
2.89 W
2.89 W
2.89 W
2.89 W
2.89 W
2.89 W
2.89 W
2.94 W
2.94 W
2.94 W
2.94 W
2.94 W
2.94 W
2.94 W
2.94 W
2.94 W
2.94 W
2.94 W
2.94 W
2.94 W
2.94 W
2.94 W
2.94 W
2.94 W
2.94 W
2.94 W
2.94 W
2.94 W
2.94 W
2.94 W
2.94 W
2.94 W
2.94 W
2.94 W
2.94 W
2.94 W
2.94 W
2.94 W
2.94 W
2.94 W
2.94 W
2.94 W
2.94 W
2.94 W
2.94 W
2.94 W
2.94 W
2.94 W
2.94 W
2.94 W
2.94 W
2.94 W
2.94 W
2.94 W
2.94 W
2.94 W
2.94 W
2.94 W
2.94 W
2.94 W
2.94 W
2.94 W
2.94 W
2.89 W
2.89 W
2.89 W
2.89 W
2.89 W
2.89 W
2.89 W
2.89 W
2.89 W
2.89 W
2.89 W
2.89 W
2.89 W
2.89 W
2.89 W
2.89 W
2.89 W
2.89 W
2.89 W
2.89 W
2.89 W
2.89 W
2.89 W
2.89 W
2.89 W
2.89 W
2.89 W
2.89 W
2.89 W
2.89 W
2.89 W
2.89 W
2.89 W
2.89 W
2.89 W
2.89 W
2.89 W
2.89 W
2.89 W
2.89 W
2.89 W
2.89 W
2.89 W
2.89 W
2.89 W
2.89 W
2.89 W
2.89 W
2.89 W
2.89 W
2.89 W
2.89 W
2.89 W
2.89 W
2.89 W
2.89 W
2.89 W
2.89 W
2.92 W
2.92 W
2.92 W
2.92 W
2.92 W
2.92 W
2.92 W
2.92 W
2.92 W
2.92 W
2.92 W
2.92 W
2.92 W
2.92 W
2.92 W
2.92 W
2.92 W
2.92 W
2.92 W
2.92 W
2.92 W
2.92 W
2.92 W
2.92 W
2.92 W
2.92 W
2.92 W
2.92 W
2.92 W
2.92 W
2.92 W
2.92 W
2.92 W
2.92 W
2.92 W
2.92 W
2.92 W
2.92 W
2.92 W
2.92 W
2.92 W
2.92 W
2.92 W
2.92 W
2.92 W
2.92 W
2.92 W
2.92 W
2.92 W
2.92 W
2.92 W
2.92 W
2.92 W
3.03 W
3.03 W
3.03 W
3.03 W
3.03 W
3.03 W
3.03 W
3.03 W
3.03 W
3.03 W
3.03 W
3.03 W
3.03 W
3.03 W
3.03 W
3.03 W
3.03 W
3.03 W
3.03 W
3.03 W
3.03 W
3.03 W
3.03 W
3.03 W
3.03 W
3.03 W
3.03 W
3.03 W
3.03 W
3.03 W
3.03 W
3.03 W
3.03 W
3.03 W
3.03 W
3.03 W
3.03 W
3.03 W
3.03 W
3.03 W
3.03 W
3.03 W
3.03 W
3.03 W
3.03 W
3.03 W
3.03 W
3.03 W
3.03 W
3.03 W
3.03 W
3.03 W
3.03 W
3.03 W
3.03 W
3.03 W
3.03 W
3.03 W
3.03 W
2.98 W
2.98 W
2.98 W
2.98 W
2.98 W
2.98 W
2.98 W
2.98 W
2.98 W
2.98 W
2.98 W
2.98 W
2.98 W
2.98 W
2.98 W
2.98 W
2.98 W
2.98 W
2.98 W
2.98 W
2.98 W
2.98 W
2.98 W
2.98 W
2.98 W
2.98 W
2.98 W
2.98 W
2.98 W
2.98 W
2.98 W
2.98 W
2.98 W
2.98 W
2.98 W
2.98 W
2.98 W
2.98 W
2.98 W
2.98 W
2.98 W
2.98 W
2.98 W
2.98 W
2.98 W
2.98 W
2.98 W
2.98 W
2.98 W
2.98 W
2.98 W
2.98 W
2.98 W
2.98 W
2.98 W
2.98 W
2.98 W
2.85 W
2.85 W
2.85 W
2.85 W
2.85 W
2.85 W
2.85 W
2.85 W
2.85 W
2.85 W
2.85 W
2.85 W
2.85 W
2.85 W
2.85 W
2.85 W
2.85 W
2.85 W
2.85 W
2.85 W
2.85 W
2.85 W
2.85 W
2.85 W
2.85 W
2.85 W
2.85 W
2.85 W
2.85 W
2.85 W
2.85 W
2.85 W
2.85 W
2.85 W
2.85 W
2.85 W
2.85 W
2.85 W
2.85 W
2.85 W
2.85 W
2.85 W
2.85 W
2.85 W
2.85 W
2.85 W
2.85 W
2.85 W
2.85 W
2.85 W
2.85 W
2.85 W
2.85 W
2.85 W
2.85 W
2.85 W
2.85 W
2.85 W
2.85 W
2.85 W
2.85 W
2.85 W
2.85 W
2.85 W
2.85 W
2.85 W
2.85 W
2.85 W
2.85 W
2.85 W
2.85 W
2.85 W
2.85 W
2.85 W
2.85 W
2.85 W
2.85 W
2.85 W
2.85 W
2.85 W
2.85 W
2.85 W
2.85 W
2.85 W
2.85 W
2.85 W
2.85 W
2.85 W
2.85 W
2.85 W
2.85 W
2.85 W
2.85 W
2.85 W
2.85 W
2.85 W
2.85 W
2.85 W
2.85 W
2.85 W
2.85 W
2.85 W
2.85 W
2.85 W
2.85 W
2.85 W
2.85 W
2.85 W
2.85 W
2.85 W
2.85 W
2.85 W
2.85 W
2.85 W
2.85 W
2.86 W
2.86 W
2.86 W
2.86 W
2.86 W
2.86 W
2.86 W
2.86 W
2.86 W
2.86 W
2.86 W
2.86 W
2.86 W
2.86 W
2.86 W
2.86 W
2.86 W
2.86 W
2.86 W
2.86 W
2.86 W
2.86 W
2.86 W
2.86 W
2.86 W
2.86 W
2.86 W
2.86 W
2.86 W
2.86 W
2.86 W
2.86 W
2.86 W
2.86 W
2.86 W
2.86 W
2.86 W
2.86 W
2.86 W
2.86 W
2.86 W
2.86 W
2.86 W
2.86 W
2.86 W
2.86 W
2.86 W
2.86 W
2.86 W
2.86 W
2.86 W
2.86 W
2.86 W
2.86 W
2.86 W
2.86 W
2.86 W
2.90 W
2.90 W
2.90 W
2.90 W
2.90 W
2.90 W
2.90 W
2.90 W
2.90 W
2.90 W
2.90 W
2.90 W
2.90 W
2.90 W
2.90 W
2.90 W
2.90 W
2.90 W
2.90 W
2.90 W
2.90 W
2.90 W
2.90 W
2.90 W
2.90 W
2.90 W
2.90 W
2.90 W
2.90 W
2.90 W
2.90 W
2.90 W
2.90 W
2.90 W
2.90 W
2.90 W
2.90 W
2.90 W
2.90 W
2.90 W
2.90 W
2.90 W
2.90 W
2.90 W
2.90 W
2.90 W
