6.72293e-05,1.33184e-05,3.41701e-05,-5.572e-05,-2.6201e-05,-2.6201e-05,-5.572e-05,3.41701e-05,1.33184e-05,6.72293e-05
0.173628,0.173555,0.173652,0.173636,0.173515,0.173515,0.173636,0.173652,0.173555,0.173628
0.198202,0.198031,0.198112,0.198137,0.197925,0.197925,0.198137,0.198112,0.198031,0.198202
0.243974,0.243803,0.243926,0.243901,0.243643,0.243643,0.243901,0.243926,0.243803,0.243974
0.221465,0.221337,0.221308,0.221418,0.221255,0.221255,0.221418,0.221308,0.221337,0.221465
-0.00034501,-0.000412796,-0.000195867,0.00015698,0.000176354,0.000176354,0.00015698,-0.000195867,-0.000412796,-0.00034501
-0.000171915,-0.000169438,-7.73425e-05,0.000142109,0.000163885,0.000163885,0.000142109,-7.73425e-05,-0.000169438,-0.000171915
4.02757e-05,-8.98366e-05,-6.87928e-05,7.88328e-05,0.000157497,0.000157497,7.88328e-05,-6.87928e-05,-8.98366e-05,4.02757e-05
0.00013436,-0.000116896,-0.000307616,-0.000367904,-0.000415373,-0.000415373,-0.000367904,-0.000307616,-0.000116896,0.00013436
8.69264e-05,0.000140775,2.72363e-05,-4.55818e-05,-8.9916e-05,-8.9916e-05,-4.55818e-05,2.72363e-05,0.000140775,8.69264e-05
